-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/11/2015 through 12/06/2017 in LST
Location: Latitude  28.6324   Longitude 77.2188 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 206.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,T2M,T2MDEW,QV2M,RH2M,PRECTOTCORR,WS10M
2015,6,5,20,33.84,10.18,7.92,23.51,0.0,2.64
2015,6,5,21,33.22,10.56,8.12,24.96,0.0,2.92
2015,6,5,22,32.51,10.94,8.33,26.65,0.0,3.38
2015,6,5,23,31.84,11.31,8.54,28.37,0.0,4.06
2015,6,6,0,31.2,11.55,8.67,29.86,0.0,4.63
2015,6,6,1,30.48,11.64,8.73,31.32,0.0,4.55
2015,6,6,2,29.75,11.68,8.76,32.77,0.0,4.0
2015,6,6,3,29.04,11.69,8.76,34.14,0.0,3.33
2015,6,6,4,28.45,11.69,8.76,35.33,0.0,2.95
2015,6,6,5,29.35,11.7,8.77,33.59,0.0,3.24
2015,6,6,6,32.03,11.69,8.76,28.8,0.0,3.8
2015,6,6,7,35.17,11.43,8.61,23.76,0.0,3.0
2015,6,6,8,36.86,11.18,8.45,21.26,0.0,2.39
2015,6,6,9,38.29,10.86,8.28,19.28,0.0,2.53
2015,6,6,10,39.51,10.54,8.11,17.67,0.0,2.82
2015,6,6,11,40.51,10.22,7.94,16.39,0.0,3.18
2015,6,6,12,41.26,9.97,7.81,15.48,0.0,3.69
2015,6,6,13,41.67,9.81,7.73,14.98,0.0,4.35
2015,6,6,14,41.7,9.63,7.65,14.79,0.0,4.74
2015,6,6,15,41.36,9.47,7.57,14.89,0.0,4.86
2015,6,6,16,40.61,9.34,7.51,15.36,0.0,4.94
2015,6,6,17,39.43,9.2,7.44,16.21,0.0,4.87
2015,6,6,18,36.77,9.35,7.52,18.92,0.0,3.06
2015,6,6,19,34.65,9.36,7.51,21.26,0.0,2.84
2015,6,6,20,33.74,9.21,7.44,22.17,0.0,2.99
2015,6,6,21,32.92,9.1,7.38,23.04,0.0,3.06
2015,6,6,22,32.12,9.01,7.33,23.94,0.0,3.04
2015,6,6,23,31.35,8.95,7.3,24.9,0.0,2.99
2015,6,7,0,30.64,8.94,7.29,25.89,0.0,2.96
2015,6,7,1,29.97,9.04,7.35,27.12,0.0,2.93
2015,6,7,2,29.28,9.26,7.46,28.63,0.0,2.85
2015,6,7,3,28.58,9.52,7.59,30.34,0.0,2.76
2015,6,7,4,27.94,9.82,7.74,32.11,0.0,2.73
2015,6,7,5,28.84,10.1,7.89,31.08,0.0,2.65
2015,6,7,6,31.71,10.35,8.02,26.81,0.0,3.68
2015,6,7,7,35.72,9.69,7.67,20.51,0.0,3.02
2015,6,7,8,38.8,8.91,7.27,16.45,0.0,2.95
2015,6,7,9,40.48,9.12,7.37,15.24,0.0,3.39
2015,6,7,10,41.84,9.51,7.58,14.58,0.0,3.98
2015,6,7,11,42.9,10.02,7.85,14.27,0.0,4.56
2015,6,7,12,43.58,10.57,8.15,14.28,0.0,5.09
2015,6,7,13,43.9,11.0,8.39,14.44,0.0,5.57
2015,6,7,14,43.81,11.24,8.54,14.76,0.0,5.69
2015,6,7,15,43.33,11.26,8.55,15.14,0.0,5.49
2015,6,7,16,42.52,11.13,8.48,15.66,0.0,5.26
2015,6,7,17,41.33,10.92,8.37,16.46,0.0,4.84
2015,6,7,18,38.52,10.97,8.39,19.18,0.0,2.79
2015,6,7,19,36.35,10.76,8.27,21.29,0.0,2.7
2015,6,7,20,35.35,10.35,8.03,21.86,0.0,2.79
2015,6,7,21,34.4,9.84,7.76,22.28,0.0,2.89
2015,6,7,22,33.51,9.27,7.47,22.55,0.0,2.94
2015,6,7,23,32.7,8.78,7.22,22.81,0.0,2.98
2015,6,8,0,31.93,8.43,7.05,23.26,0.0,3.0
2015,6,8,1,31.23,8.22,6.96,23.88,0.0,3.0
2015,6,8,2,30.57,8.11,6.9,24.58,0.0,2.93
2015,6,8,3,30.0,8.06,6.88,25.32,0.0,2.82
2015,6,8,4,29.52,8.04,6.87,26.0,0.0,2.7
2015,6,8,5,30.47,8.06,6.88,24.67,0.0,2.34
2015,6,8,6,34.08,8.09,6.89,20.16,0.0,2.88
2015,6,8,7,37.78,8.06,6.87,16.41,0.0,2.19
2015,6,8,8,41.5,7.64,6.66,13.05,0.0,2.17
2015,6,8,9,42.97,7.22,6.46,11.71,0.0,3.09
2015,6,8,10,44.12,6.83,6.28,10.72,0.0,4.07
2015,6,8,11,45.03,6.41,6.09,9.91,0.0,4.9
2015,6,8,12,45.64,6.03,5.93,9.35,0.0,5.6
2015,6,8,13,45.9,5.69,5.78,8.98,0.0,6.19
2015,6,8,14,45.79,5.39,5.66,8.84,0.0,6.42
2015,6,8,15,45.3,5.21,5.6,8.96,0.0,6.4
2015,6,8,16,44.37,5.21,5.61,9.42,0.0,6.33
2015,6,8,17,42.99,5.42,5.71,10.3,0.0,5.78
2015,6,8,18,39.24,6.08,6.01,13.23,0.0,3.4
2015,6,8,19,36.94,6.43,6.15,15.34,0.0,3.39
2015,6,8,20,36.32,6.61,6.23,16.08,0.0,3.51
2015,6,8,21,35.97,6.8,6.31,16.61,0.0,3.71
2015,6,8,22,35.44,6.99,6.39,17.32,0.0,3.98
2015,6,8,23,34.87,7.25,6.51,18.21,0.0,4.28
2015,6,9,0,34.31,7.55,6.65,19.17,0.0,4.53
2015,6,9,1,33.81,7.86,6.8,20.15,0.0,4.72
2015,6,9,2,33.38,8.16,6.94,21.06,0.0,4.76
2015,6,9,3,32.6,8.41,7.06,22.38,0.0,4.42
2015,6,9,4,31.6,8.63,7.16,24.03,0.0,4.03
2015,6,9,5,31.88,8.8,7.24,23.93,0.0,4.65
2015,6,9,6,33.79,8.92,7.3,21.68,0.0,4.85
2015,6,9,7,37.91,8.6,7.13,16.89,0.0,4.67
2015,6,9,8,41.9,7.93,6.8,13.03,0.0,4.74
2015,6,9,9,43.67,7.78,6.72,11.74,0.0,4.55
2015,6,9,10,44.95,7.73,6.69,10.93,0.0,4.78
2015,6,9,11,45.76,7.8,6.71,10.51,0.0,5.29
2015,6,9,12,46.13,7.93,6.78,10.41,0.0,5.98
2015,6,9,13,46.08,8.06,6.85,10.54,0.0,6.7
2015,6,9,14,45.69,8.19,6.92,10.85,0.0,7.43
2015,6,9,15,44.85,8.3,6.98,11.42,0.0,8.09
2015,6,9,16,43.6,8.54,7.11,12.41,0.0,8.49
2015,6,9,17,42.04,9.01,7.35,13.93,0.0,8.4
2015,6,9,18,40.07,9.81,7.76,16.32,0.0,6.98
2015,6,9,19,38.68,10.78,8.28,18.78,0.0,6.24
2015,6,9,20,37.96,11.75,8.83,20.82,0.0,6.44
2015,6,9,21,37.15,12.59,9.33,22.99,0.0,6.15
2015,6,9,22,36.5,13.48,9.9,25.27,0.0,6.82
2015,6,9,23,35.75,14.67,10.69,28.41,0.0,7.51
2015,6,10,0,34.93,16.29,11.88,33.01,0.0,8.91
2015,6,10,1,33.99,17.18,12.57,36.78,0.0,8.76
2015,6,10,2,33.23,17.58,12.9,39.37,0.0,8.21
2015,6,10,3,32.61,17.78,13.06,41.28,0.0,7.58
2015,6,10,4,32.15,17.9,13.14,42.64,0.0,7.11
2015,6,10,5,32.25,17.97,13.2,42.62,0.0,7.04
2015,6,10,6,33.72,17.84,13.08,38.92,0.0,8.55
2015,6,10,7,35.76,17.29,12.63,33.59,0.0,8.94
2015,6,10,8,37.63,16.69,12.14,29.17,0.0,8.45
2015,6,10,9,39.07,16.19,11.76,26.15,0.0,8.06
2015,6,10,10,40.09,15.74,11.43,24.06,0.0,7.92
2015,6,10,11,40.79,15.26,11.09,22.49,0.0,7.97
2015,6,10,12,41.08,14.77,10.76,21.47,0.0,8.16
2015,6,10,13,41.42,14.26,10.41,20.39,0.0,8.43
2015,6,10,14,41.78,13.8,10.1,19.4,0.0,8.8
2015,6,10,15,41.4,13.7,10.05,19.68,0.0,9.11
2015,6,10,16,40.19,13.92,10.2,21.29,0.0,9.17
2015,6,10,17,39.24,14.15,10.35,22.73,0.0,8.78
2015,6,10,18,38.11,14.23,10.41,24.3,0.0,7.24
2015,6,10,19,36.75,14.16,10.36,26.06,0.0,5.32
2015,6,10,20,35.86,13.89,10.17,26.88,0.0,4.95
2015,6,10,21,35.41,13.48,9.89,26.82,0.0,5.5
2015,6,10,22,34.87,13.03,9.61,26.86,0.0,5.87
2015,6,10,23,34.2,12.7,9.4,27.27,0.0,6.08
2015,6,11,0,33.39,12.69,9.39,28.5,3.99,5.99
2015,6,11,1,32.58,13.02,9.6,30.49,3.99,5.9
2015,6,11,2,31.98,13.62,9.98,32.78,3.99,5.4
2015,6,11,3,31.63,14.33,10.44,34.97,0.0,5.04
2015,6,11,4,31.31,14.98,10.89,37.15,0.0,4.53
2015,6,11,5,31.56,15.54,11.29,37.98,0.0,4.51
2015,6,11,6,33.54,16.0,11.63,35.01,0.0,4.98
2015,6,11,7,36.71,15.91,11.55,29.2,0.0,5.07
2015,6,11,8,38.88,15.54,11.27,25.34,0.0,4.41
2015,6,11,9,40.59,14.87,10.79,22.15,0.0,4.7
2015,6,11,10,42.04,14.03,10.22,19.43,0.0,5.41
2015,6,11,11,43.04,13.29,9.76,17.6,0.0,6.16
2015,6,11,12,43.6,12.91,9.52,16.66,0.0,6.83
2015,6,11,13,43.82,12.71,9.4,16.25,0.0,7.44
2015,6,11,14,43.49,12.74,9.43,16.56,0.0,7.82
2015,6,11,15,42.85,12.94,9.56,17.35,0.0,8.04
2015,6,11,16,41.84,13.26,9.77,18.68,0.0,8.16
2015,6,11,17,40.5,13.66,10.03,20.59,0.0,8.03
2015,6,11,18,38.79,14.12,10.34,23.26,0.0,6.97
2015,6,11,19,37.32,14.62,10.68,26.03,0.0,6.02
2015,6,11,20,36.42,15.16,11.04,28.28,0.0,5.8
2015,6,11,21,35.72,15.72,11.45,30.49,0.0,5.82
2015,6,11,22,35.08,16.29,11.87,32.74,0.0,5.88
2015,6,11,23,34.31,16.77,12.24,35.23,0.0,5.57
2015,6,12,0,33.47,17.1,12.5,37.69,0.0,5.41
2015,6,12,1,32.78,17.39,12.73,39.89,0.0,5.69
2015,6,12,2,32.14,17.77,13.04,42.35,0.0,5.64
2015,6,12,3,31.56,18.41,13.58,45.57,0.0,5.55
2015,6,12,4,31.04,19.23,14.3,49.41,0.0,5.55
2015,6,12,5,31.11,20.03,15.02,51.7,0.0,6.07
2015,6,12,6,32.78,20.34,15.31,47.97,0.0,7.54
2015,6,12,7,35.43,19.49,14.51,39.26,0.0,7.26
2015,6,12,8,37.82,18.35,13.51,32.1,0.0,6.07
2015,6,12,9,39.67,17.22,12.57,27.04,0.0,5.17
2015,6,12,10,41.2,16.13,11.73,23.26,0.0,4.61
2015,6,12,11,42.46,15.24,11.08,20.55,0.0,4.45
2015,6,12,12,43.35,14.43,10.53,18.63,0.0,4.57
2015,6,12,13,43.79,13.8,10.11,17.47,0.0,4.88
2015,6,12,14,43.77,13.21,9.74,16.83,0.0,5.17
2015,6,12,15,43.41,12.95,9.58,16.86,0.0,5.45
2015,6,12,16,42.56,12.99,9.62,17.69,0.0,5.68
2015,6,12,17,41.28,13.31,9.82,19.31,0.0,5.65
2015,6,12,18,39.17,13.83,10.16,22.36,0.0,4.02
2015,6,12,19,37.29,14.42,10.54,25.7,0.0,3.34
2015,6,12,20,36.56,14.87,10.85,27.54,0.0,3.62
2015,6,12,21,35.85,15.14,11.03,29.12,0.0,3.76
2015,6,12,22,35.14,15.22,11.09,30.45,0.0,3.81
2015,6,12,23,34.46,15.23,11.1,31.64,0.0,3.89
2015,6,13,0,33.87,15.24,11.11,32.72,0.02,4.17
2015,6,13,1,33.32,15.33,11.17,33.91,0.02,4.54
2015,6,13,2,32.56,15.54,11.33,35.88,0.02,4.18
2015,6,13,3,31.78,15.87,11.57,38.29,0.0,3.63
2015,6,13,4,31.12,16.23,11.85,40.72,0.02,3.39
2015,6,13,5,31.44,16.67,12.18,41.11,0.39,4.13
2015,6,13,6,33.36,16.94,12.38,37.51,1.03,4.41
2015,6,13,7,37.48,15.66,11.41,27.57,30.36,4.37
2015,6,13,8,39.07,15.93,11.64,25.82,279.41,3.49
2015,6,13,9,37.96,19.39,14.47,34.03,10.33,2.64
2015,6,13,10,38.57,19.27,14.35,32.66,37.05,2.21
2015,6,13,11,38.81,19.54,14.6,32.78,39.19,2.19
2015,6,13,12,38.88,19.68,14.74,32.95,4.13,2.39
2015,6,13,13,39.0,19.39,14.48,32.14,7.01,2.55
2015,6,13,14,38.88,18.97,14.11,31.51,3.62,2.46
2015,6,13,15,38.54,18.47,13.66,31.07,0.19,2.44
2015,6,13,16,37.85,17.98,13.26,31.31,0.07,2.63
2015,6,13,17,36.51,18.69,13.87,35.22,0.03,2.47
2015,6,13,18,34.0,21.77,16.86,49.11,0.01,2.02
2015,6,13,19,32.37,21.33,16.39,52.36,0.19,2.28
2015,6,13,20,31.58,20.63,15.69,52.46,0.13,2.49
2015,6,13,21,30.88,20.36,15.38,53.53,0.0,2.63
2015,6,13,22,30.33,19.89,14.93,53.63,0.0,2.74
2015,6,13,23,29.87,19.37,14.45,53.3,0.0,2.83
2015,6,14,0,29.46,18.98,14.1,53.24,0.0,2.86
2015,6,14,1,29.06,18.72,13.86,53.55,0.0,2.87
2015,6,14,2,28.62,18.71,13.86,54.94,0.0,2.69
2015,6,14,3,28.14,19.03,14.14,57.63,0.0,2.34
2015,6,14,4,27.75,19.34,14.43,60.18,0.01,1.93
2015,6,14,5,28.6,19.28,14.39,57.16,0.02,1.47
2015,6,14,6,30.41,18.76,13.88,49.72,2.88,1.35
2015,6,14,7,33.79,17.81,13.07,38.72,26.47,2.31
2015,6,14,8,35.26,17.64,12.94,35.35,2.45,2.12
2015,6,14,9,36.43,17.38,12.72,32.59,4.73,1.95
2015,6,14,10,37.41,17.1,12.5,30.36,3.78,1.93
2015,6,14,11,38.19,16.82,12.27,28.56,2.91,2.04
2015,6,14,12,38.72,16.55,12.07,27.28,3.25,2.25
2015,6,14,13,38.93,16.32,11.91,26.6,0.63,2.55
2015,6,14,14,38.88,16.07,11.72,26.23,0.15,2.99
2015,6,14,15,38.43,15.72,11.46,26.27,0.0,3.51
2015,6,14,16,37.61,15.41,11.23,26.91,0.0,3.88
2015,6,14,17,36.4,15.31,11.16,28.57,0.0,3.87
2015,6,14,18,34.05,17.58,12.95,37.72,0.0,2.31
2015,6,14,19,32.35,18.72,13.87,44.45,0.0,2.12
2015,6,14,20,31.51,18.67,13.81,46.45,0.0,2.15
2015,6,14,21,30.72,18.57,13.71,48.26,0.0,2.19
2015,6,14,22,30.02,18.59,13.73,50.31,0.0,2.2
2015,6,14,23,29.42,18.75,13.87,52.6,0.0,2.19
2015,6,15,0,28.94,18.97,14.08,54.88,0.0,2.12
2015,6,15,1,28.55,19.2,14.29,56.94,0.0,1.99
2015,6,15,2,28.23,19.41,14.47,58.72,0.0,1.77
2015,6,15,3,28.02,19.46,14.53,59.68,0.01,1.65
2015,6,15,4,27.77,19.41,14.48,60.36,0.04,1.71
2015,6,15,5,28.67,19.23,14.31,56.65,0.06,2.25
2015,6,15,6,31.03,18.8,13.91,48.12,0.01,2.49
2015,6,15,7,33.62,18.43,13.59,40.65,0.0,1.53
2015,6,15,8,35.65,18.42,13.57,36.28,0.01,1.64
2015,6,15,9,37.2,18.31,13.47,33.08,0.0,2.08
2015,6,15,10,38.44,17.97,13.2,30.31,0.0,2.34
2015,6,15,11,39.34,17.55,12.86,28.12,0.0,2.48
2015,6,15,12,39.94,17.17,12.57,26.6,0.0,2.56
2015,6,15,13,40.24,16.81,12.28,25.56,0.0,2.57
2015,6,15,14,40.05,16.54,12.08,25.39,0.0,2.35
2015,6,15,15,39.37,16.34,11.94,26.01,0.0,2.26
2015,6,15,16,38.45,16.25,11.87,27.16,0.0,2.4
2015,6,15,17,37.35,16.32,11.92,28.96,0.0,2.52
2015,6,15,18,35.33,18.64,13.87,37.61,0.0,1.69
2015,6,15,19,33.64,19.54,14.61,43.52,0.0,1.83
2015,6,15,20,32.72,19.17,14.26,44.77,0.0,2.03
2015,6,15,21,31.89,18.98,14.08,46.35,0.0,2.17
2015,6,15,22,31.12,18.96,14.06,48.36,0.0,2.23
2015,6,15,23,30.44,19.02,14.12,50.48,0.0,2.23
2015,6,16,0,29.83,19.11,14.2,52.56,0.04,2.2
2015,6,16,1,29.29,19.22,14.29,54.55,0.04,2.19
2015,6,16,2,28.83,19.32,14.39,56.41,0.04,2.08
2015,6,16,3,28.45,19.42,14.47,58.0,0.0,1.93
2015,6,16,4,28.13,19.47,14.52,59.31,0.0,1.74
2015,6,16,5,29.03,19.62,14.65,56.82,0.0,1.54
2015,6,16,6,31.19,19.17,14.23,48.81,0.0,0.8
2015,6,16,7,33.34,18.48,13.62,41.42,0.0,0.86
2015,6,16,8,35.14,18.06,13.26,36.49,0.0,1.69
2015,6,16,9,36.63,17.77,13.02,33.01,0.0,1.9
2015,6,16,10,37.91,17.51,12.82,30.31,0.0,1.8
2015,6,16,11,38.86,17.22,12.58,28.24,0.0,1.48
2015,6,16,12,39.58,16.87,12.32,26.58,0.0,1.16
2015,6,16,13,39.99,16.45,12.0,25.32,0.0,1.21
2015,6,16,14,40.17,16.02,11.68,24.39,0.0,1.68
2015,6,16,15,39.92,15.77,11.5,24.33,0.0,2.15
2015,6,16,16,39.21,15.64,11.41,25.06,0.0,2.55
2015,6,16,17,38.08,15.69,11.45,26.73,0.0,2.8
2015,6,16,18,35.8,18.14,13.42,35.46,0.0,1.94
2015,6,16,19,34.11,18.69,13.84,40.17,0.0,2.2
2015,6,16,20,33.31,18.37,13.56,41.2,0.0,2.41
2015,6,16,21,32.55,18.21,13.42,42.57,0.0,2.52
2015,6,16,22,31.83,18.13,13.34,44.08,0.0,2.55
2015,6,16,23,31.18,18.07,13.3,45.59,0.0,2.53
2015,6,17,0,30.56,18.04,13.28,47.15,0.0,2.46
2015,6,17,1,29.98,18.03,13.26,48.67,0.0,2.38
2015,6,17,2,29.48,18.07,13.29,50.2,0.0,2.19
2015,6,17,3,29.15,18.15,13.36,51.44,0.0,1.9
2015,6,17,4,28.92,18.27,13.49,52.65,0.0,1.61
2015,6,17,5,29.71,18.28,13.5,50.37,0.0,1.31
2015,6,17,6,31.4,17.53,12.83,43.5,0.0,0.97
2015,6,17,7,34.57,16.56,12.05,34.22,0.0,0.16
2015,6,17,8,36.69,15.72,11.42,28.87,0.0,0.44
2015,6,17,9,38.21,15.38,11.18,26.02,0.0,0.49
2015,6,17,10,39.57,15.1,10.98,23.74,0.0,1.02
2015,6,17,11,40.64,14.85,10.82,22.07,0.0,1.86
2015,6,17,12,41.44,14.58,10.64,20.78,0.0,2.77
2015,6,17,13,41.86,14.28,10.45,19.95,0.0,3.67
2015,6,17,14,41.86,13.93,10.22,19.49,0.0,4.08
2015,6,17,15,41.45,13.52,9.96,19.4,0.0,4.01
2015,6,17,16,40.6,13.2,9.75,19.86,0.0,3.88
2015,6,17,17,39.27,13.16,9.72,21.26,0.0,3.54
2015,6,17,18,36.13,16.33,11.99,31.08,0.0,2.15
2015,6,17,19,34.2,16.68,12.21,35.24,0.0,2.28
2015,6,17,20,33.31,16.45,12.01,36.47,0.0,2.29
2015,6,17,21,32.57,16.23,11.84,37.51,0.0,2.27
2015,6,17,22,31.95,16.03,11.68,38.33,0.0,2.18
2015,6,17,23,31.48,15.8,11.51,38.79,0.0,2.04
2015,6,18,0,31.11,15.51,11.35,39.06,1.31,1.9
2015,6,18,1,30.76,15.57,11.41,40.04,1.31,1.72
2015,6,18,2,30.77,15.39,11.27,39.52,1.31,1.33
2015,6,18,3,30.81,15.06,11.01,38.54,0.0,0.78
2015,6,18,4,30.4,15.14,11.08,39.71,0.0,0.62
2015,6,18,5,30.18,15.93,11.69,42.44,0.0,1.05
2015,6,18,6,31.83,14.52,10.59,35.05,0.0,1.8
2015,6,18,7,35.23,13.9,10.16,27.83,0.0,1.9
2015,6,18,8,38.0,13.36,9.8,23.08,0.0,1.55
2015,6,18,9,39.49,13.39,9.82,21.34,0.0,1.19
2015,6,18,10,40.7,13.5,9.9,20.16,0.0,0.97
2015,6,18,11,41.56,13.52,9.91,19.26,0.0,0.9
2015,6,18,12,42.19,13.36,9.83,18.47,0.0,0.91
2015,6,18,13,42.51,13.21,9.74,17.98,0.0,0.96
2015,6,18,14,42.38,13.08,9.66,17.94,0.0,1.05
2015,6,18,15,42.05,12.8,9.5,17.94,0.0,1.32
2015,6,18,16,41.35,12.49,9.31,18.23,0.0,1.56
2015,6,18,17,40.2,12.56,9.35,19.46,0.0,1.53
2015,6,18,18,38.01,15.77,11.66,27.28,0.0,1.18
2015,6,18,19,36.96,15.23,11.18,27.72,0.0,1.21
2015,6,18,20,36.17,14.45,10.62,27.52,0.0,1.36
2015,6,18,21,35.11,14.76,10.8,29.69,0.0,1.61
2015,6,18,22,34.17,14.64,10.71,31.02,0.0,1.79
2015,6,18,23,33.5,14.15,10.39,31.24,0.0,1.82
2015,6,19,0,33.08,13.76,10.14,31.21,0.15,1.69
2015,6,19,1,32.88,13.22,9.79,30.47,0.15,1.43
2015,6,19,2,32.62,12.84,9.56,30.19,0.15,1.21
2015,6,19,3,31.89,12.96,9.64,31.73,0.0,1.35
2015,6,19,4,30.72,13.23,9.83,34.59,0.0,1.76
2015,6,19,5,30.48,14.02,10.33,36.86,0.0,1.98
2015,6,19,6,33.1,12.42,9.25,28.49,0.0,2.95
2015,6,19,7,35.96,12.01,8.98,23.61,0.0,2.85
2015,6,19,8,39.18,11.28,8.56,18.91,0.23,3.13
2015,6,19,9,40.81,11.07,8.44,17.09,0.0,2.97
2015,6,19,10,42.12,10.67,8.21,15.51,0.0,2.74
2015,6,19,11,42.98,10.2,7.96,14.37,0.0,2.57
2015,6,19,12,43.58,9.99,7.85,13.72,0.0,2.48
2015,6,19,13,43.84,10.12,7.92,13.65,0.0,2.47
2015,6,19,14,43.6,10.45,8.11,14.14,0.0,2.24
2015,6,19,15,43.05,10.9,8.36,14.98,0.0,1.83
2015,6,19,16,42.16,11.35,8.63,16.2,0.0,1.56
2015,6,19,17,40.89,12.32,9.22,18.5,0.0,1.3
2015,6,19,18,38.63,15.84,11.64,26.33,0.0,1.08
2015,6,19,19,37.29,15.7,11.5,27.99,0.0,1.34
2015,6,19,20,36.11,15.84,11.59,30.1,0.0,1.75
2015,6,19,21,35.03,16.03,11.72,32.31,0.0,2.23
2015,6,19,22,34.36,16.05,11.73,33.56,0.0,2.57
2015,6,19,23,33.87,16.08,11.75,34.54,0.0,2.75
2015,6,20,0,33.3,16.2,11.84,35.94,5.52,2.92
2015,6,20,1,32.57,16.54,12.1,38.27,5.52,3.09
2015,6,20,2,31.9,16.7,12.22,40.14,5.52,3.17
2015,6,20,3,31.46,16.87,12.35,41.6,0.0,3.2
2015,6,20,4,31.21,17.13,12.54,42.85,0.0,3.27
2015,6,20,5,31.99,17.78,13.07,42.74,0.0,4.01
2015,6,20,6,34.13,18.53,13.71,39.76,0.0,4.8
2015,6,20,7,37.28,18.79,13.91,33.94,0.0,5.35
2015,6,20,8,39.47,18.36,13.55,29.39,0.0,4.92
2015,6,20,9,40.79,17.99,13.23,26.75,0.0,4.48
2015,6,20,10,41.69,17.81,13.08,25.22,0.0,3.97
2015,6,20,11,42.17,17.71,13.0,24.42,0.03,3.38
2015,6,20,12,42.4,17.63,12.96,24.03,0.11,2.79
2015,6,20,13,42.28,17.55,12.91,24.07,0.02,2.4
2015,6,20,14,41.94,17.5,12.87,24.41,0.0,2.24
2015,6,20,15,41.52,17.42,12.82,24.84,0.0,2.09
2015,6,20,16,40.71,17.36,12.77,25.82,0.0,2.0
2015,6,20,17,39.63,17.32,12.74,27.29,0.06,2.01
2015,6,20,18,37.87,18.74,13.96,32.86,0.2,1.45
2015,6,20,19,36.3,19.48,14.61,37.48,0.22,1.59
2015,6,20,20,35.54,19.23,14.37,38.46,0.11,1.76
2015,6,20,21,34.87,18.93,14.09,39.16,0.06,1.9
2015,6,20,22,34.23,18.66,13.84,39.87,0.03,2.03
2015,6,20,23,33.65,18.43,13.63,40.56,0.02,2.17
2015,6,21,0,33.18,18.31,13.53,41.33,0.35,2.28
2015,6,21,1,32.66,18.36,13.58,42.7,0.36,2.38
2015,6,21,2,32.11,18.56,13.74,44.56,0.37,2.45
2015,6,21,3,31.64,18.9,14.05,46.8,0.07,2.45
2015,6,21,4,31.22,19.34,14.43,49.24,0.25,2.38
2015,6,21,5,32.02,19.8,14.84,48.4,9.33,2.88
2015,6,21,6,34.49,19.7,14.75,41.92,2.64,3.51
2015,6,21,7,37.72,18.86,13.97,33.29,20.6,3.7
2015,6,21,8,39.03,18.74,13.86,30.78,33.06,2.87
2015,6,21,9,39.57,18.97,14.07,30.34,36.99,1.86
2015,6,21,10,39.7,19.49,14.55,31.13,28.41,1.1
2015,6,21,11,39.78,19.75,14.8,31.5,8.42,0.81
2015,6,21,12,40.04,19.65,14.73,30.9,3.99,1.06
2015,6,21,13,40.14,19.44,14.55,30.33,0.56,1.46
2015,6,21,14,40.08,19.21,14.36,30.02,0.08,1.89
2015,6,21,15,39.66,18.97,14.15,30.24,0.0,2.27
2015,6,21,16,38.62,18.8,13.99,31.61,0.0,2.52
2015,6,21,17,37.46,18.88,14.06,33.83,0.0,2.64
2015,6,21,18,35.73,20.8,15.88,41.97,0.01,1.95
2015,6,21,19,34.48,21.23,16.27,46.1,0.01,1.98
2015,6,21,20,33.8,21.0,16.04,47.24,0.01,2.06
2015,6,21,21,33.23,20.97,16.04,48.79,0.01,2.02
2015,6,21,22,32.59,20.88,15.95,50.3,0.01,1.98
2015,6,21,23,32.03,20.57,15.61,50.8,0.02,1.93
2015,6,22,0,31.53,20.43,15.48,51.81,0.04,1.85
2015,6,22,1,31.07,20.4,15.45,53.06,0.04,1.76
2015,6,22,2,30.67,20.4,15.44,54.24,0.03,1.63
2015,6,22,3,30.38,20.37,15.45,55.18,0.01,1.52
2015,6,22,4,30.16,20.33,15.44,55.86,0.0,1.46
2015,6,22,5,30.9,19.99,15.11,52.43,0.0,1.46
2015,6,22,6,32.79,18.75,13.93,43.48,1.9,1.91
2015,6,22,7,34.93,18.4,13.61,37.72,24.16,1.4
2015,6,22,8,36.25,19.13,14.26,36.73,0.01,1.15
2015,6,22,9,37.46,19.6,14.68,35.39,0.01,1.02
2015,6,22,10,38.36,19.72,14.8,33.97,0.01,1.09
2015,6,22,11,39.15,19.77,14.85,32.64,0.02,1.31
2015,6,22,12,39.71,19.75,14.85,31.64,0.01,1.62
2015,6,22,13,39.92,19.7,14.81,31.18,0.02,1.94
2015,6,22,14,39.96,19.57,14.71,30.88,0.01,2.06
2015,6,22,15,39.83,19.35,14.52,30.67,0.01,1.93
2015,6,22,16,39.12,19.18,14.37,31.53,0.0,1.77
2015,6,22,17,38.2,19.12,14.31,33.0,0.0,1.68
2015,6,22,18,36.82,20.61,15.72,39.05,0.0,1.28
2015,6,22,19,35.62,21.77,16.88,44.78,0.0,1.29
2015,6,22,20,34.97,21.46,16.53,45.5,0.0,1.55
2015,6,22,21,34.28,21.19,16.24,46.47,0.0,1.73
2015,6,22,22,33.69,21.07,16.12,47.68,0.0,1.81
