DateTime,Junction,Vehicles,Hour,DayOfWeek,Month,Weekend,Vehicles_Lag1,Vehicles_Lag24
2015-01-12 10:00:00,1,0.347408145523962,10,0,1,0,-0.08632999425168872,-0.3754887541021225
2015-01-12 10:00:00,2,-0.5682612606690783,10,0,1,0,-0.5682612606690783,-0.7128406405942953
2015-01-12 10:00:00,3,-0.9538062738029901,10,0,1,0,-0.9538062738029901,-0.5200681340273394
2015-01-12 11:00:00,1,0.299215018882223,11,0,1,0,0.347408145523962,-0.27910250081864457
2015-01-12 11:00:00,2,-0.5200681340273394,11,0,1,0,-0.5682612606690783,-0.8574200205195122
2015-01-12 11:00:00,3,-0.9056131471612512,11,0,1,0,-0.9538062738029901,-0.8092268938777732
2015-01-12 12:00:00,1,0.25102189224048405,12,0,1,0,0.299215018882223,-0.32729562746038354
2015-01-12 12:00:00,2,-0.8092268938777732,12,0,1,0,-0.5200681340273394,-0.8092268938777732
2015-01-12 12:00:00,3,-0.8574200205195122,12,0,1,0,-0.9056131471612512,-0.8092268938777732
2015-01-12 13:00:00,1,0.39560127216570096,13,0,1,0,0.25102189224048405,-0.3754887541021225
2015-01-12 13:00:00,2,-0.5200681340273394,13,0,1,0,-0.8092268938777732,-0.8092268938777732
2015-01-12 13:00:00,3,-0.8574200205195122,13,0,1,0,-0.8574200205195122,-0.6646475139525563
2015-01-12 14:00:00,1,0.1546356389570061,14,0,1,0,0.39560127216570096,-0.32729562746038354
2015-01-12 14:00:00,2,-0.5682612606690783,14,0,1,0,-0.5200681340273394,-0.8574200205195122
2015-01-12 14:00:00,3,-0.7610337672360342,14,0,1,0,-0.8574200205195122,-0.8092268938777732
2015-01-12 15:00:00,1,0.299215018882223,15,0,1,0,0.1546356389570061,-0.5200681340273394
2015-01-12 15:00:00,2,-0.6164543873108174,15,0,1,0,-0.5682612606690783,-0.9538062738029901
2015-01-12 15:00:00,3,-0.7128406405942953,15,0,1,0,-0.7610337672360342,-0.8092268938777732
2015-01-12 16:00:00,1,0.10644251231526715,16,0,1,0,0.299215018882223,-0.5200681340273394
2015-01-12 16:00:00,2,-0.5682612606690783,16,0,1,0,-0.6164543873108174,-0.7128406405942953
2015-01-12 16:00:00,3,-0.7610337672360342,16,0,1,0,-0.7128406405942953,-0.9056131471612512
2015-01-12 17:00:00,1,0.10644251231526715,17,0,1,0,0.10644251231526715,-0.32729562746038354
2015-01-12 17:00:00,2,-0.5682612606690783,17,0,1,0,-0.5682612606690783,-0.7610337672360342
2015-01-12 17:00:00,3,-0.6646475139525563,17,0,1,0,-0.7610337672360342,-0.9056131471612512
2015-01-12 18:00:00,1,0.10644251231526715,18,0,1,0,0.10644251231526715,-0.27910250081864457
2015-01-12 18:00:00,2,-0.6646475139525563,18,0,1,0,-0.5682612606690783,-0.7128406405942953
2015-01-12 18:00:00,3,-0.8092268938777732,18,0,1,0,-0.6646475139525563,-0.8092268938777732
2015-01-12 19:00:00,1,0.20282876559874508,19,0,1,0,0.10644251231526715,-0.1345231208934277
2015-01-12 19:00:00,2,-0.7128406405942953,19,0,1,0,-0.6646475139525563,-0.7610337672360342
2015-01-12 19:00:00,3,-0.9538062738029901,19,0,1,0,-0.8092268938777732,-0.8574200205195122
2015-01-12 20:00:00,1,0.20282876559874508,20,0,1,0,0.20282876559874508,-0.27910250081864457
2015-01-12 20:00:00,2,-0.5200681340273394,20,0,1,0,-0.7128406405942953,-0.8092268938777732
2015-01-12 20:00:00,3,-0.8092268938777732,20,0,1,0,-0.9538062738029901,-0.5682612606690783
2015-01-12 21:00:00,1,0.347408145523962,21,0,1,0,0.20282876559874508,-0.18271624753516666
2015-01-12 21:00:00,2,-0.5200681340273394,21,0,1,0,-0.5200681340273394,-0.8574200205195122
2015-01-12 21:00:00,3,-0.6164543873108174,21,0,1,0,-0.8092268938777732,-0.7128406405942953
2015-01-12 22:00:00,1,0.058249385673528185,22,0,1,0,0.347408145523962,-0.1345231208934277
2015-01-12 22:00:00,2,-0.47187500738560045,22,0,1,0,-0.5200681340273394,-0.6646475139525563
2015-01-12 22:00:00,3,-0.7128406405942953,22,0,1,0,-0.6164543873108174,-0.8092268938777732
2015-01-12 23:00:00,1,0.1546356389570061,23,0,1,0,0.058249385673528185,-0.3754887541021225
2015-01-12 23:00:00,2,-0.47187500738560045,23,0,1,0,-0.47187500738560045,-0.9056131471612512
2015-01-12 23:00:00,3,-0.7610337672360342,23,0,1,0,-0.7128406405942953,-0.8574200205195122
2015-02-11 00:00:00,1,-0.4236818807438615,0,2,2,0,0.1546356389570061,-0.08632999425168872
2015-02-11 00:00:00,2,-0.7128406405942953,0,2,2,0,-0.47187500738560045,-0.6646475139525563
2015-02-11 00:00:00,3,-0.8574200205195122,0,2,2,0,-0.7610337672360342,-0.9056131471612512
2015-02-11 01:00:00,1,-0.5200681340273394,1,2,2,0,-0.4236818807438615,-0.1345231208934277
2015-02-11 01:00:00,2,-0.8092268938777732,1,2,2,0,-0.7128406405942953,-0.7610337672360342
2015-02-11 01:00:00,3,-0.9538062738029901,1,2,2,0,-0.8574200205195122,-0.9538062738029901
2015-02-11 02:00:00,1,-0.4236818807438615,2,2,2,0,-0.5200681340273394,-0.2309093741769056
2015-02-11 02:00:00,2,-0.7128406405942953,2,2,2,0,-0.8092268938777732,-0.7128406405942953
2015-02-11 02:00:00,3,-0.8574200205195122,2,2,2,0,-0.9538062738029901,-0.9056131471612512
2015-02-11 03:00:00,1,-0.5200681340273394,3,2,2,0,-0.4236818807438615,-0.47187500738560045
2015-02-11 03:00:00,2,-0.8574200205195122,3,2,2,0,-0.7128406405942953,-0.5682612606690783
2015-02-11 03:00:00,3,-0.8574200205195122,3,2,2,0,-0.8574200205195122,-0.9056131471612512
2015-02-11 04:00:00,1,-0.5200681340273394,4,2,2,0,-0.5200681340273394,-0.4236818807438615
2015-02-11 04:00:00,2,-0.9538062738029901,4,2,2,0,-0.8574200205195122,-0.8092268938777732
2015-02-11 04:00:00,3,-0.9538062738029901,4,2,2,0,-0.8574200205195122,-0.7610337672360342
2015-02-11 05:00:00,1,-0.5682612606690783,5,2,2,0,-0.5200681340273394,-0.5682612606690783
2015-02-11 05:00:00,2,-0.9056131471612512,5,2,2,0,-0.9538062738029901,-0.7128406405942953
2015-02-11 05:00:00,3,-1.050192527086468,5,2,2,0,-0.9538062738029901,-0.9538062738029901
2015-02-11 06:00:00,1,-0.47187500738560045,6,2,2,0,-0.5682612606690783,-0.5682612606690783
2015-02-11 06:00:00,2,-0.8574200205195122,6,2,2,0,-0.9056131471612512,-0.8092268938777732
2015-02-11 06:00:00,3,-0.8574200205195122,6,2,2,0,-1.050192527086468,-0.9056131471612512
2015-02-11 07:00:00,1,-0.4236818807438615,7,2,2,0,-0.47187500738560045,-0.5200681340273394
2015-02-11 07:00:00,2,-0.8092268938777732,7,2,2,0,-0.8574200205195122,-0.7610337672360342
2015-02-11 07:00:00,3,-1.050192527086468,7,2,2,0,-0.8574200205195122,-1.001999400444729
2015-02-11 08:00:00,1,-0.5200681340273394,8,2,2,0,-0.4236818807438615,-0.32729562746038354
2015-02-11 08:00:00,2,-0.7128406405942953,8,2,2,0,-0.8092268938777732,-0.7128406405942953
2015-02-11 08:00:00,3,-0.8574200205195122,8,2,2,0,-1.050192527086468,-0.8574200205195122
2015-02-11 09:00:00,1,-0.03813686760994975,9,2,2,0,-0.5200681340273394,-0.08632999425168872
2015-02-11 09:00:00,2,-0.8574200205195122,9,2,2,0,-0.7128406405942953,-0.5682612606690783
2015-02-11 09:00:00,3,-0.7128406405942953,9,2,2,0,-0.8574200205195122,-0.9538062738029901
2015-02-11 10:00:00,1,0.4437943988074399,10,2,2,0,-0.03813686760994975,0.347408145523962
2015-02-11 10:00:00,2,-0.7128406405942953,10,2,2,0,-0.8574200205195122,-0.5682612606690783
2015-02-11 10:00:00,3,-0.6164543873108174,10,2,2,0,-0.7128406405942953,-0.9538062738029901
2015-02-11 11:00:00,1,0.39560127216570096,11,2,2,0,0.4437943988074399,0.299215018882223
2015-02-11 11:00:00,2,-0.6646475139525563,11,2,2,0,-0.7128406405942953,-0.5200681340273394
2015-02-11 11:00:00,3,-0.6164543873108174,11,2,2,0,-0.6164543873108174,-0.9056131471612512
2015-02-11 12:00:00,1,0.5883737787326568,12,2,2,0,0.39560127216570096,0.25102189224048405
2015-02-11 12:00:00,2,-0.5682612606690783,12,2,2,0,-0.6646475139525563,-0.8092268938777732
2015-02-11 12:00:00,3,-0.5682612606690783,12,2,2,0,-0.6164543873108174,-0.8574200205195122
2015-02-11 13:00:00,1,0.1546356389570061,13,2,2,0,0.5883737787326568,0.39560127216570096
2015-02-11 13:00:00,2,-0.7128406405942953,13,2,2,0,-0.5682612606690783,-0.5200681340273394
2015-02-11 13:00:00,3,-0.7610337672360342,13,2,2,0,-0.5682612606690783,-0.8574200205195122
2015-02-11 14:00:00,1,0.5401806520909178,14,2,2,0,0.1546356389570061,0.1546356389570061
2015-02-11 14:00:00,2,-0.7128406405942953,14,2,2,0,-0.7128406405942953,-0.5682612606690783
2015-02-11 14:00:00,3,-0.8092268938777732,14,2,2,0,-0.7610337672360342,-0.7610337672360342
2015-02-11 15:00:00,1,0.347408145523962,15,2,2,0,0.5401806520909178,0.299215018882223
2015-02-11 15:00:00,2,-0.7128406405942953,15,2,2,0,-0.7128406405942953,-0.6164543873108174
2015-02-11 15:00:00,3,-0.6646475139525563,15,2,2,0,-0.8092268938777732,-0.7128406405942953
2015-02-11 16:00:00,1,0.20282876559874508,16,2,2,0,0.347408145523962,0.10644251231526715
2015-02-11 16:00:00,2,-0.5682612606690783,16,2,2,0,-0.7128406405942953,-0.5682612606690783
2015-02-11 16:00:00,3,-0.8092268938777732,16,2,2,0,-0.6646475139525563,-0.7610337672360342
2015-02-11 17:00:00,1,0.20282876559874508,17,2,2,0,0.20282876559874508,0.10644251231526715
2015-02-11 17:00:00,2,-0.8092268938777732,17,2,2,0,-0.5682612606690783,-0.5682612606690783
2015-02-11 17:00:00,3,-0.8092268938777732,17,2,2,0,-0.8092268938777732,-0.6646475139525563
2015-02-11 18:00:00,1,0.058249385673528185,18,2,2,0,0.20282876559874508,0.10644251231526715
2015-02-11 18:00:00,2,-0.5200681340273394,18,2,2,0,-0.8092268938777732,-0.6646475139525563
2015-02-11 18:00:00,3,-0.7128406405942953,18,2,2,0,-0.8092268938777732,-0.8092268938777732
2015-02-11 19:00:00,1,0.1546356389570061,19,2,2,0,0.058249385673528185,0.20282876559874508
2015-02-11 19:00:00,2,-0.6164543873108174,19,2,2,0,-0.5200681340273394,-0.7128406405942953
2015-02-11 19:00:00,3,-0.7610337672360342,19,2,2,0,-0.7128406405942953,-0.9538062738029901
2015-02-11 20:00:00,1,0.299215018882223,20,2,2,0,0.1546356389570061,0.20282876559874508
2015-02-11 20:00:00,2,-0.5200681340273394,20,2,2,0,-0.6164543873108174,-0.5200681340273394
2015-02-11 20:00:00,3,-0.47187500738560045,20,2,2,0,-0.7610337672360342,-0.8092268938777732
2015-02-11 21:00:00,1,0.4437943988074399,21,2,2,0,0.299215018882223,0.347408145523962
2015-02-11 21:00:00,2,-0.5682612606690783,21,2,2,0,-0.5200681340273394,-0.5200681340273394
2015-02-11 21:00:00,3,-0.3754887541021225,21,2,2,0,-0.47187500738560045,-0.6164543873108174
2015-02-11 22:00:00,1,0.347408145523962,22,2,2,0,0.4437943988074399,0.058249385673528185
2015-02-11 22:00:00,2,-0.5200681340273394,22,2,2,0,-0.5682612606690783,-0.47187500738560045
2015-02-11 22:00:00,3,-0.6646475139525563,22,2,2,0,-0.3754887541021225,-0.7128406405942953
2015-02-11 23:00:00,1,0.20282876559874508,23,2,2,0,0.347408145523962,0.1546356389570061
2015-02-11 23:00:00,2,-0.47187500738560045,23,2,2,0,-0.5200681340273394,-0.47187500738560045
2015-02-11 23:00:00,3,-0.7128406405942953,23,2,2,0,-0.6646475139525563,-0.7610337672360342
2015-02-12 00:00:00,1,-0.08632999425168872,0,3,2,0,0.20282876559874508,-0.4236818807438615
2015-02-12 00:00:00,2,-0.6646475139525563,0,3,2,0,-0.47187500738560045,-0.7128406405942953
2015-02-12 00:00:00,3,-0.8574200205195122,0,3,2,0,-0.7128406405942953,-0.8574200205195122
2015-02-12 01:00:00,1,-0.18271624753516666,1,3,2,0,-0.08632999425168872,-0.5200681340273394
2015-02-12 01:00:00,2,-0.5682612606690783,1,3,2,0,-0.6646475139525563,-0.8092268938777732
2015-02-12 01:00:00,3,-0.8092268938777732,1,3,2,0,-0.8574200205195122,-0.9538062738029901
2015-02-12 02:00:00,1,-0.2309093741769056,2,3,2,0,-0.18271624753516666,-0.4236818807438615
2015-02-12 02:00:00,2,-0.7610337672360342,2,3,2,0,-0.5682612606690783,-0.7128406405942953
2015-02-12 02:00:00,3,-0.8092268938777732,2,3,2,0,-0.8092268938777732,-0.8574200205195122
2015-02-12 03:00:00,1,-0.3754887541021225,3,3,2,0,-0.2309093741769056,-0.5200681340273394
2015-02-12 03:00:00,2,-0.6646475139525563,3,3,2,0,-0.7610337672360342,-0.8574200205195122
2015-02-12 03:00:00,3,-0.9056131471612512,3,3,2,0,-0.8092268938777732,-0.8574200205195122
2015-02-12 04:00:00,1,-0.27910250081864457,4,3,2,0,-0.3754887541021225,-0.5200681340273394
2015-02-12 04:00:00,2,-0.6646475139525563,4,3,2,0,-0.6646475139525563,-0.9538062738029901
2015-02-12 04:00:00,3,-0.8574200205195122,4,3,2,0,-0.9056131471612512,-0.9538062738029901
2015-02-12 05:00:00,1,-0.47187500738560045,5,3,2,0,-0.27910250081864457,-0.5682612606690783
2015-02-12 05:00:00,2,-0.7128406405942953,5,3,2,0,-0.6646475139525563,-0.9056131471612512
2015-02-12 05:00:00,3,-1.001999400444729,5,3,2,0,-0.8574200205195122,-1.050192527086468
2015-02-12 06:00:00,1,-0.4236818807438615,6,3,2,0,-0.47187500738560045,-0.47187500738560045
2015-02-12 06:00:00,2,-0.6646475139525563,6,3,2,0,-0.7128406405942953,-0.8574200205195122
2015-02-12 06:00:00,3,-0.9538062738029901,6,3,2,0,-1.001999400444729,-0.8574200205195122
2015-02-12 07:00:00,1,-0.32729562746038354,7,3,2,0,-0.4236818807438615,-0.4236818807438615
2015-02-12 07:00:00,2,-0.7128406405942953,7,3,2,0,-0.6646475139525563,-0.8092268938777732
2015-02-12 07:00:00,3,-0.8574200205195122,7,3,2,0,-0.9538062738029901,-1.050192527086468
2015-02-12 08:00:00,1,-0.2309093741769056,8,3,2,0,-0.32729562746038354,-0.5200681340273394
2015-02-12 08:00:00,2,-0.7128406405942953,8,3,2,0,-0.7128406405942953,-0.7128406405942953
2015-02-12 08:00:00,3,-1.001999400444729,8,3,2,0,-0.8574200205195122,-0.8574200205195122
2015-02-12 09:00:00,1,0.4437943988074399,9,3,2,0,-0.2309093741769056,-0.03813686760994975
2015-02-12 09:00:00,2,-0.6646475139525563,9,3,2,0,-0.7128406405942953,-0.8574200205195122
2015-02-12 09:00:00,3,-0.9056131471612512,9,3,2,0,-1.001999400444729,-0.7128406405942953
2015-02-12 10:00:00,1,0.7811462852996127,10,3,2,0,0.4437943988074399,0.4437943988074399
2015-02-12 10:00:00,2,-0.5682612606690783,10,3,2,0,-0.6646475139525563,-0.7128406405942953
2015-02-12 10:00:00,3,-0.8574200205195122,10,3,2,0,-0.9056131471612512,-0.6164543873108174
2015-02-12 11:00:00,1,0.7811462852996127,11,3,2,0,0.7811462852996127,0.39560127216570096
2015-02-12 11:00:00,2,-0.7128406405942953,11,3,2,0,-0.5682612606690783,-0.6646475139525563
2015-02-12 11:00:00,3,-0.8092268938777732,11,3,2,0,-0.8574200205195122,-0.6164543873108174
2015-02-12 12:00:00,1,0.7329531586578737,12,3,2,0,0.7811462852996127,0.5883737787326568
2015-02-12 12:00:00,2,-0.5200681340273394,12,3,2,0,-0.7128406405942953,-0.5682612606690783
2015-02-12 12:00:00,3,-0.9538062738029901,12,3,2,0,-0.8092268938777732,-0.5682612606690783
2015-02-12 13:00:00,1,0.4919875254491789,13,3,2,0,0.7329531586578737,0.1546356389570061
2015-02-12 13:00:00,2,-0.5682612606690783,13,3,2,0,-0.5200681340273394,-0.7128406405942953
2015-02-12 13:00:00,3,-0.7128406405942953,13,3,2,0,-0.9538062738029901,-0.7610337672360342
2015-02-12 14:00:00,1,0.4919875254491789,14,3,2,0,0.4919875254491789,0.5401806520909178
2015-02-12 14:00:00,2,-0.47187500738560045,14,3,2,0,-0.5682612606690783,-0.7128406405942953
2015-02-12 14:00:00,3,-0.9056131471612512,14,3,2,0,-0.7128406405942953,-0.8092268938777732
2015-02-12 15:00:00,1,0.347408145523962,15,3,2,0,0.4919875254491789,0.347408145523962
2015-02-12 15:00:00,2,-0.7128406405942953,15,3,2,0,-0.47187500738560045,-0.7128406405942953
